longitude,latitude,t
0.132623260845377,24.00944843576476,13.302734
14.04976314969382,24.20960131125339,15.323242
3.133369093876827,24.333770230828154,13.854492
17.251972501186163,23.95484394893064,13.90918
0.6587739055124185,24.19458490827883,13.235352
18.773159944650885,23.813003197599084,14.541992
8.049795496509137,24.56858466735552,13.208008
17.117022960977433,24.06097379203052,13.707031
18.438629409274554,23.90220565907117,14.433594
1.0394409790271424,24.36408193043988,12.251953
8.747909249119685,24.65580401629092,11.457031
12.978862971044544,24.50839760860136,13.693359
17.57084154578272,24.099927083309485,13.396484
3.813150515272508,24.59796270356575,12.737305
13.0815147227169,24.54748522158678,13.4375
13.329785792749355,24.531741013189443,13.491211
13.478692334297047,24.521935583040488,13.90918
18.11654750088179,24.07951500836531,12.75
3.909913554305205,24.648208466659185,12.628906
14.97442642436025,24.49923089601752,15.107422
9.399713690141294,24.828686173140365,10.837891
12.39455077161278,24.723293210697683,13.841797
13.489639513736083,24.65745248708716,14.366211
2.407191332388668,24.69593947349753,13.881836
0.1689205284591076,24.55833856220012,11.65918
6.89796548002244,24.969384603542853,13.181641
1.1017328374856263,24.73315820225957,12.359375
5.344244232962376,24.97942178082732,10.258789
8.601542549242382,25.01997049873968,10.419922
10.154978501123114,24.99402441879512,17.208984
12.056520006812782,24.9223935995756,14.595703
14.351157250600997,24.77727954564221,14.932617
16.881103462007772,24.54232061666874,13.370117
2.0930440006291664,24.855908459646034,13.463867
8.25098338761118,25.112657851757213,10.9453125
10.007395386092362,25.08864207620448,15.916016
19.503913114484792,24.306171024248144,12.265625
4.0803307895906045,25.15648374533228,11.214844
6.591815877203006,25.23746510700837,12.211914
14.72180553180974,24.975592048153977,16.171875
2.924267071745418,25.1390228749918,13.316406
16.32062689268497,24.874921272105635,13.249023
5.834868305936648,25.31213873993659,10.62207
14.83529312848908,25.103099030702307,16.588867
0.2609194748493981,25.068756281049367,11.080078
19.7542302564378,24.591077829379127,12.628906
8.454205226298312,25.475843676900933,13.841797
10.9760349367373,25.423612633982845,17.922852
7.595987593673191,25.52167103668,11.214844
14.047028363508533,25.30161925934912,14.703125
2.702583513744628,25.39874753539168,12.682617
16.304167481572414,25.15080881205678,13.841797
17.40044010132431,25.032749802366265,13.491211
7.140342656511397,25.609375165721257,12.359375
